token,token_lower,chapter_idx,count
одни,одни,0,1
должны,должны,0,1
искупить,искупить,0,1
кровь,кровь,0,1
праведника,праведника,0,1
кого,кого,0,1
нам,нам,0,1
надеяться,надеяться,0,1
вас,вас,0,4
спрашиваю,спрашиваю,0,1
англия,англия,0,1
своим,своим,0,1
коммерческим,коммерческим,0,1
духом,духом,0,1
поймет,поймет,0,1
понять,понять,0,2
всю,всю,0,1
высоту,высоту,0,1
души,души,0,1
императора,императора,0,3
александра,александра,0,1
отказалась,отказалась,0,1
очистить,очистить,0,1
мальту,мальту,0,1
видеть,видеть,0,1
ищет,ищет,0,1
заднюю,заднюю,0,1
мысль,мысль,0,1
наших,наших,0,1
действий,действий,0,1
они,они,0,4
сказали,сказали,0,1
новосильцову,новосильцову,0,1
поняли,поняли,0,1
могут,могут,0,2
самоотвержения,самоотвержения,0,1
нашего,нашего,0,3
который,который,0,1
для,для,0,3
себя,себя,0,1
всё,всё,0,2
блага,блага,0,1
мира,мира,0,1
обещали,обещали,0,2
пруссия,пруссия,0,1
уже,уже,0,1
объявила,объявила,0,1
бонапарте,бонапарте,0,1
непобедим,непобедим,0,1
вся,вся,0,1
европа,европа,0,1
против,против,0,1
него,него,0,2
ни,ни,0,6
одном,одном,0,1
слове,слове,0,1
гарденбергу,гарденбергу,0,1
гаугвицу,гаугвицу,0,1
cette,cette,0,2
fameuse,fameuse,0,1
neutralité,neutralité,0,1
prussienne,prussienne,0,1
ce,ce,0,5
est,est,0,4
un,un,0,2
piège,piège,0,1
9,9,0,1
одного,одного,0,1
бога,бога,0,1
высокую,высокую,0,1
судьбу,судьбу,0,1
спасет,спасет,0,1
европу,европу,0,1
вдруг,вдруг,0,3
остановилась,остановилась,0,1
улыбкой,улыбкой,0,2
насмешки,насмешки,0,1
над,над,0,1
своею,своею,0,2
горячностью,горячностью,0,1
думаю,думаю,0,3
улыбаясь,улыбаясь,0,3
послали,послали,0,1
вместо,вместо,0,1
винценгероде,винценгероде,0,1
взяли,взяли,0,1
приступом,приступом,0,1
согласие,согласие,0,1
прусского,прусского,0,1
короля,короля,0,1
красноречивы,красноречивы,0,1
дадите,дадите,0,1
чаю,чаю,0,1
сейчас,сейчас,0,1
propos,propos,0,2
прибавила,прибавила,0,1
опять,опять,0,2
успокоиваясь,успокоиваясь,0,1
два,два,0,1
очень,очень,0,5
интересные,интересные,0,1
человека,человека,0,1
vicomte,vicomte,0,1
mortemart,mortemart,0,1
il,il,0,2
allié,allié,0,1
aux,aux,0,1
montmorency,montmorency,0,1
rohans,rohans,0,1
лучших,лучших,0,1
фамилий,фамилий,0,1
франции,франции,0,1
это,это,0,5
один,один,0,1
хороших,хороших,0,1
эмигрантов,эмигрантов,0,1
настоящих,настоящих,0,1
потом,потом,0,1
l,l,0,5
abbé,abbé,0,1
morіo,morіo,0,1
11,11,0,1
знаете,знаете,0,7
этот,этот,0,3
глубокий,глубокий,0,1
ум,ум,0,1
принят,принят,0,1
государем,государем,0,1
рад,рад,0,1
буду,буду,0,1
скажите,скажите,0,1
прибавил,прибавил,0,1
будто,будто,0,2
вспомнив,вспомнив,0,1
то,то,0,8
особенно,особенно,0,2
небрежно,небрежно,0,1
о,о,0,5
чем,чем,0,3
спрашивал,спрашивал,0,1
главною,главною,0,1
целью,целью,0,1
посещения,посещения,0,1
правда,правда,0,1
impératrice,impératrice,0,2
mère12,mère12,0,1
желает,желает,0,1
назначения,назначения,0,1
барона,барона,0,1
функе,функе,0,2
первым,первым,0,1
секретарем,секретарем,0,1
вену,вену,0,1
c,c,0,1
sire,sire,0,1
baron,baron,0,2
paraît,paraît,0,1
13,13,0,1
желал,желал,0,1
определить,определить,0,1
сына,сына,0,2
место,место,0,1
которое,которое,0,1
через,через,0,2
императрицу,императрицу,0,2
марию,марию,0,1
феодоровну,феодоровну,0,1
старались,старались,0,1
доставить,доставить,0,1
барону,барону,0,2
почти,почти,0,1
закрыла,закрыла,0,1
глаза,глаза,0,2
знак,знак,0,2
кто,кто,0,1
другой,другой,0,1
судить,судить,0,1
угодно,угодно,0,1
нравится,нравится,0,1
императрице,императрице,0,2
monsieur,monsieur,0,1
funke,funke,0,1
été,été,0,1
recommandé,recommandé,0,1
mère,mère,0,1
sa,sa,0,1
soeur,soeur,0,1
14,14,0,1
грустным,грустным,0,1
сухим,сухим,0,1
назвала,назвала,0,1
лицо,лицо,0,2
представило,представило,0,1
глубокое,глубокое,0,1
искреннее,искреннее,0,1
выражение,выражение,0,2
преданности,преданности,0,1
уважения,уважения,0,2
соединенное,соединенное,0,1
грустью,грустью,0,2
ней,ней,0,1
бывало,бывало,0,1
каждый,каждый,0,1
раз,раз,0,1
разговоре,разговоре,0,1
упоминала,упоминала,0,1
своей,своей,0,1
высокой,высокой,0,1
покровительнице,покровительнице,0,1
вели,вели,0,1
чество,чество,0,1
изволила,изволила,0,1
оказать,оказать,0,1
beaucoup,beaucoup,0,1
estime,estime,0,1
15,15,0,1
взгляд,взгляд,0,1
подернулся,подернулся,0,1
равнодушно,равнодушно,0,1
замолк,замолк,0,1
свойственною,свойственною,0,2
придворною,придворною,0,1
женскою,женскою,0,1
ловкостью,ловкостью,0,1
быстротою,быстротою,0,1
такта,такта,0,1
захотела,захотела,0,1
щелконуть,щелконуть,0,1
дерзнул,дерзнул,0,1
отозваться,отозваться,0,1
рекомендованном,рекомендованном,0,1
же,же,0,2
утешить,утешить,0,1
mais,mais,0,1
votre,votre,0,2
16,16,0,1
ли,ли,0,2
ваша,ваша,0,2
тех,тех,0,1
пор,пор,0,1
выезжает,выезжает,0,1
fait,fait,0,1
délices,délices,0,1
monde,monde,0,1
trouve,trouve,0,1
belle,belle,0,1
jour,jour,0,1
17,17,0,1
наклонился,наклонился,0,1
признательности,признательности,0,1
часто,часто,0,2
продолжала,продолжала,0,1
после,после,0,1
минутного,минутного,0,1
молчания,молчания,0,1
придвигаясь,придвигаясь,0,1
князю,князю,0,1
ласково,ласково,0,1
выказывая,выказывая,0,2
этим,этим,0,1
светские,светские,0,1
разговоры,разговоры,0,1
кончены,кончены,0,1
начинается,начинается,0,1
задушевный,задушевный,0,1
несправедливо,несправедливо,0,1
распределяется,распределяется,0,1
счастие,счастие,0,1
жизни,жизни,0,1
судьба,судьба,0,1
дала,дала,0,1
таких,таких,0,3
двух,двух,0,1
славных,славных,0,1
исключая,исключая,0,1
анатоля,анатоля,0,2
вашего,вашего,0,2
меньшого,меньшого,0,1
люблю,люблю,0,1
вставила,вставила,0,1
безапелляционно,безапелляционно,0,1
приподняв,приподняв,0,1
брови,брови,0,1
прелестных,прелестных,0,1
право,право,0,1
менее,менее,0,1
цените,цените,0,1
их,их,0,3
потому,потому,0,1
стòите,стòите,0,1
улыбнулась,улыбнулась,0,1
восторженною,восторженною,0,1
voulez,voulez,0,2
lafater,lafater,0,1
aurait,aurait,0,1
dit,dit,0,1
ai,ai,0,1
bosse,bosse,0,1
paternité,paternité,0,1
18,18,0,1
перестаньте,перестаньте,0,1
шутить,шутить,0,1
серьезно,серьезно,0,1
поговорить,поговорить,0,1
вами,вами,0,1
недовольна,недовольна,0,1
вашим,вашим,0,1
меньшим,меньшим,0,1
сыном,сыном,0,1
между,между,0,1
нами,нами,0,1
будь,будь,0,1
сказано,сказано,0,1
приняло,приняло,0,1
грустное,грустное,0,1
нем,нем,0,1
величества,величества,0,1
жалеют,жалеют,0,1
молча,молча,0,1
значительно,значительно,0,1
глядя,глядя,0,2
ждала,ждала,0,1
ответа,ответа,0,1
поморщился,поморщился,0,1
ж,ж,0,1
делать,делать,0,1
наконец,наконец,0,1
сделал,сделал,0,1
воспитания,воспитания,0,1
все,все,0,1
отец,отец,0,3
оба,оба,0,1
вышли,вышли,0,1
imbéciles,imbéciles,0,1
19,19,0,1
ипполит,ипполит,0,1
крайней,крайней,0,1
мере,мере,0,1
покойный,покойный,0,1
дурак,дурак,0,1
анатоль,анатоль,0,2
беспокойный,беспокойный,0,1
различие,различие,0,1
более,более,0,1
неестественно,неестественно,0,1
одушевленно,одушевленно,0,1
обыкновенно,обыкновенно,0,1
этом,этом,0,1
резко,резко,0,1
сложившихся,сложившихся,0,1
около,около,0,1
рта,рта,0,1
морщинах,морщинах,0,1
неожиданно,неожиданно,0,1
грубое,грубое,0,1
неприятное,неприятное,0,1
зачем,зачем,0,1
родятся,родятся,0,1
дети,дети,0,2
были,были,0,1
могла,могла,0,1
упрекнуть,упрекнуть,0,1
задумчиво,задумчиво,0,1
поднимая,поднимая,0,1
suie,suie,0,1
votre20,votre20,0,1
seule,seule,0,1
puis,puis,0,1
avouer,avouer,0,1
мои,мои,0,1
entraves,entraves,0,1
existence,existence,0,1
21,21,0,1
крест,крест,0,1
себе,себе,0,1
объясняю,объясняю,0,1
22,22,0,1
помолчал,помолчал,0,2
выражая,выражая,0,1
жестом,жестом,0,1
покорность,покорность,0,1
жестокой,жестокой,0,1
судьбе,судьбе,0,1
задумалась,задумалась,0,1
женить,женить,0,1
блудного,блудного,0,1
говорят,говорят,0,1
старые,старые,0,1
девицы,девицы,0,1
ont,ont,0,1
manie,manie,0,1
mariages,mariages,0,1
23,23,0,1
чувствую,чувствую,0,1
собою,собою,0,1
этой,этой,0,1
слабости,слабости,0,1
есть,есть,0,1
petite,petite,0,2
personne,personne,0,1
24,24,0,1
несчастлива,несчастлива,0,1
отцом,отцом,0,1
parente,parente,0,1
princesse25,princesse25,0,1
болконская,болконская,0,1
светским,светским,0,1
людям,людям,0,1
быстротой,быстротой,0,1
соображения,соображения,0,1
памяти,памяти,0,1
показал,показал,0,1
движением,движением,0,1
головы,головы,0,1
принял,принял,0,1
соображению,соображению,0,1
эти,эти,0,1
сведения,сведения,0,1
нет,нет,0,1
стòит,стòит,0,1
40,40,0,1
000,000,0,1
год,год,0,1
видимо,видимо,0,1
силах,силах,0,1
удерживать,удерживать,0,1
печальный,печальный,0,1
ход,ход,0,1
своих,своих,0,1
мыслей,мыслей,0,1
пять,пять,0,1
если,если,0,1
пойдет,пойдет,0,1
voilà,voilà,0,1
avantage,avantage,0,1
être,être,0,1
père,père,0,1
26,26,0,1
богата,богата,0,2
княжна,княжна,0,1
богат,богат,0,1
скуп,скуп,0,1
живет,живет,0,1
деревне,деревне,0,1
известный,известный,0,1
болконский,болконский,0,2
отставленный,отставленный,0,1
покойном,покойном,0,1
императоре,императоре,0,1
прозванный,прозванный,0,1
прусским,прусским,0,1
королем,королем,0,1
умный,умный,0,1
человек,человек,0,1
со,со,0,1
странностями,странностями,0,1
тяжелый,тяжелый,0,1
malheureuse,malheureuse,0,1
pierres,pierres,0,1
27,27,0,1
брат,брат,0,1
недавно,недавно,0,1
женился,женился,0,1
lise,lise,0,2
мейнен,мейнен,0,1
адъютант,адъютант,0,1
кутузова,кутузова,0,1
ecoutez,ecoutez,0,1
28,28,0,1
взяв,взяв,0,1
собеседницу,собеседницу,0,1
пригибая,пригибая,0,1
почему,почему,0,1
книзу,книзу,0,1
arrangez,arrangez,0,1
affaire,affaire,0,1
suis,suis,0,1
votre29,votre29,0,1
вернейший,вернейший,0,1
jamais,jamais,0,1
pan,pan,0,1
староста,староста,0,1
écrit,écrit,0,1
des30,des30,0,1
донесенья,донесенья,0,1
покой,покой,0,1
ер,ер,0,1
п,п,0,1
хорошей,хорошей,0,1
фамилии,фамилии,0,1
нужно,нужно,0,1
свободными,свободными,0,1
фамильярными,фамильярными,0,1
грациозными,грациозными,0,1
движениями,движениями,0,1
отличали,отличали,0,1
взял,взял,0,1
фрейлину,фрейлину,0,1
поцеловав,поцеловав,0,1
помахал,помахал,0,1
фрейлинскою,фрейлинскою,0,1
рукой,рукой,0,1
развалившись,развалившись,0,1
креслах,креслах,0,1
сторону,сторону,0,1
attendez,attendez,0,1
31,31,0,1
соображая,соображая,0,1
поговорю,поговорю,0,1
femme,femme,0,1
du,du,0,1
jeune,jeune,0,1
32,32,0,1
уладится,уладится,0,1
sera,sera,0,1
dans,dans,0,1
que,que,1,3
je,je,1,2
ferai,ferai,1,1
mon,mon,1,3
apprentissage,apprentissage,1,1
de,de,1,3
vieille,vieille,1,1
fille,fille,1,1
33,33,1,1
ii,ii,1,1
гостиная,гостиная,1,1
анны,анны,1,4
павловны,павловны,1,4
начала,начала,1,1
понемногу,понемногу,1,1
наполняться,наполняться,1,1
приехала,приехала,1,4
высшая,высшая,1,1
знать,знать,1,1
петербурга,петербурга,1,2
люди,люди,1,1
самые,самые,1,1
разнородные,разнородные,1,1
по,по,1,10
возрастам,возрастам,1,1
и,и,1,45
характерам,характерам,1,1
но,но,1,8
одинаковые,одинаковые,1,1
обществу,обществу,1,1
в,в,1,21
каком,каком,1,1
все,все,1,3
жили,жили,1,1
дочь,дочь,1,1
князя,князя,1,3
василия,василия,1,3
красавица,красавица,1,1
элен,элен,1,2
заехавшая,заехавшая,1,1
за,за,1,5
отцом,отцом,1,1
чтобы,чтобы,1,3
с,с,1,14
ним,ним,1,1
вместе,вместе,1,3
ехать,ехать,1,1
на,на,1,12
праздник,праздник,1,1
посланника,посланника,1,1
она,она,1,12
была,была,1,2
шифре,шифре,1,1
бальном,бальном,1,1
платье,платье,1,3
известная,известная,1,1
как,как,1,8
la,la,1,3
femme,femme,1,1
plus,plus,1,2
séduisante,séduisante,1,1
pétersbourg,pétersbourg,1,1
34,34,1,1
молодая,молодая,1,2
маленькая,маленькая,1,2
княгиня,княгиня,1,3
болконская,болконская,1,2
прошлую,прошлую,1,1
зиму,зиму,1,1
вышедшая,вышедшая,1,1
замуж,замуж,1,1
теперь,теперь,1,3
не,не,1,12
выезжавшая,выезжавшая,1,1
большой,большой,1,1
свет,свет,1,1
причине,причине,1,1
своей,своей,1,2
беременности,беременности,1,1
ездившая,ездившая,1,1
еще,еще,1,4
небольшие,небольшие,1,1
вечера,вечера,1,1
приехал,приехал,1,3
князь,князь,1,2
ипполит,ипполит,1,1
сын,сын,1,2
мортемаром,мортемаром,1,1
которого,которого,1,1
он,он,1,18
представил,представил,1,1
аббат,аббат,1,2
морио,морио,1,3
многие,многие,1,1
другие,другие,1,1
вы,вы,1,4
видали,видали,1,1
или,или,1,5
знакомы,знакомы,1,1
ma,ma,1,3
tante,tante,1,3
35,35,1,1
говорила,говорила,1,2
анна,анна,1,9
павловна,павловна,1,9
приезжавшим,приезжавшим,1,1
гостям,гостям,1,1
весьма,весьма,1,1
серьезно,серьезно,1,1
подводила,подводила,1,2
их,их,1,4
к,к,1,15
маленькой,маленькой,1,3
старушке,старушке,1,1
высоких,высоких,1,1
бантах,бантах,1,1
выплывшей,выплывшей,1,1
из,из,1,3
другой,другой,1,1
комнаты,комнаты,1,1
скоро,скоро,1,1
стали,стали,1,1
приезжать,приезжать,1,1
гости,гости,1,2
называла,называла,1,1
имени,имени,1,1
медленно,медленно,1,1
переводя,переводя,1,1
глаза,глаза,1,2
гостя,гостя,1,1
36,36,1,1
потом,потом,1,1
отходила,отходила,1,1
совершали,совершали,1,1
обряд,обряд,1,1
приветствования,приветствования,1,1
никому,никому,1,2
неизвестной,неизвестной,1,1
неинтересной,неинтересной,1,1
ненужной,ненужной,1,1
тетушки,тетушки,1,2
грустным,грустным,1,1
торжественным,торжественным,1,1
участием,участием,1,1
следила,следила,1,1
приветствиями,приветствиями,1,1
молчаливо,молчаливо,1,1
одобряя,одобряя,1,1
каждому,каждому,1,1
одних,одних,1,1
тех,тех,1,1
же,же,1,2
выражениях,выражениях,1,1
о,о,1,5
его,его,1,7
здоровье,здоровье,1,4
своем,своем,1,1
ее,ее,1,9
величества,величества,1,2
которое,которое,1,1
нынче,нынче,1,2
было,было,1,4
слава,слава,1,1
богу,богу,1,1
лучше,лучше,1,1
подходившие,подходившие,1,1
приличия,приличия,1,1
выказывая,выказывая,1,1
поспешности,поспешности,1,1
чувством,чувством,1,1
облегчения,облегчения,1,1
исполненной,исполненной,1,1
тяжелой,тяжелой,1,1
обязанности,обязанности,1,1
отходили,отходили,1,1
от,от,1,5
старушки,старушки,1,1
чтоб,чтоб,1,1
уж,уж,1,1
весь,весь,1,1
вечер,вечер,1,2
ни,ни,1,2
разу,разу,1,1
подойти,подойти,1,1
ней,ней,1,4
работой,работой,1,1
шитом,шитом,1,1
золотом,золотом,1,1
бархатном,бархатном,1,1
мешке,мешке,1,1
хорошенькая,хорошенькая,1,1
чуть,чуть,1,1
черневшимися,черневшимися,1,1
усиками,усиками,1,1
верхняя,верхняя,1,1
губка,губка,1,1
коротка,коротка,1,1
зубам,зубам,1,1
тем,тем,1,3
милее,милее,1,2
открывалась,открывалась,1,1
вытягивалась,вытягивалась,1,1
иногда,иногда,1,1
опускалась,опускалась,1,1
нижнюю,нижнюю,1,1
это,это,1,4
всегда,всегда,1,1
бывает,бывает,1,1
у,у,1,3
вполне,вполне,1,1
привлекательных,привлекательных,1,1
женщин,женщин,1,1
недостаток,недостаток,1,1
короткость,короткость,1,1
губы,губы,1,1
полуоткрытый,полуоткрытый,1,1
рот,рот,1,1
казались,казались,1,1
особенною,особенною,1,1
собственно,собственно,1,1
красотой,красотой,1,1
всем,всем,1,2
весело,весело,1,3
смотреть,смотреть,1,1
эту,эту,1,1
полную,полную,1,1
здоровья,здоровья,1,1
живости,живости,1,1
хорошенькую,хорошенькую,1,1
будущую,будущую,1,1
мать,мать,1,1
так,так,1,2
легко,легко,1,1
переносившую,переносившую,1,1
свое,свое,1,2
положение,положение,1,1
старикам,старикам,1,1
скучающим,скучающим,1,1
мрачным,мрачным,1,1
молодым,молодым,1,1
людям,людям,1,2
казалось,казалось,1,1
что,что,1,8
они,они,1,1
сами,сами,1,1
делаются,делаются,1,1
похожи,похожи,1,1
нее,нее,1,3
побыв,побыв,1,1
поговорив,поговорив,1,1
несколько,несколько,1,2
времени,времени,1,1
кто,кто,1,1
говорил,говорил,1,2
видел,видел,1,2
при,при,1,3
каждом,каждом,1,1
слове,слове,1,1
светлую,светлую,1,1
улыбочку,улыбочку,1,1
блестящие,блестящие,1,1
белые,белые,1,1
зубы,зубы,1,1
которые,которые,1,2
виднелись,виднелись,1,1
беспрестанно,беспрестанно,1,1
тот,тот,1,2
думал,думал,1,2
особенно,особенно,1,2
любезен,любезен,1,1
каждый,каждый,1,1
переваливаясь,переваливаясь,1,1
маленькими,маленькими,1,1
быстрыми,быстрыми,1,1
шажками,шажками,1,1
