token,token_lower,chapter_idx,count
раздумал,раздумал,0,1
назад,назад,0,2
припал,припал,0,1
плечу,плечу,0,1
здоровы,здоровы,0,1
выдергивая,выдергивая,0,1
свою,свою,0,2
руку,руку,0,6
слава,слава,0,4
богу,богу,0,4
только,только,0,10
покушали,покушали,0,1
дай,дай,0,1
себя,себя,0,5
посмотреть,посмотреть,0,1
ваше,ваше,0,1
сиятельство,сиятельство,0,1
совсем,совсем,0,3
забыв,забыв,0,2
совершенно,совершенно,0,1
денисове,денисове,0,1
желая,желая,0,1
никому,никому,0,2
дать,дать,0,1
предупредить,предупредить,0,1
скинул,скинул,0,1
шубу,шубу,0,1
цыпочках,цыпочках,0,3
темную,темную,0,1
большую,большую,0,1
залу,залу,0,1
те,те,0,2
ломберные,ломберные,0,1
столы,столы,0,1
люстра,люстра,0,1
чехле,чехле,0,1
уж,уж,0,1
видел,видел,0,3
успел,успел,0,1
добежать,добежать,0,1
гостиной,гостиной,0,2
стремительно,стремительно,0,1
буря,буря,0,1
вылетело,вылетело,0,1
боковой,боковой,0,1
обняло,обняло,0,1
стало,стало,0,2
целовать,целовать,0,1
другое,другое,0,2
третье,третье,0,1
такое,такое,0,3
существо,существо,0,1
выскочило,выскочило,0,1
другой,другой,0,2
третьей,третьей,0,1
объятия,объятия,0,1
поцелуи,поцелуи,0,1
крики,крики,0,1
слезы,слезы,0,1
радости,радости,0,4
мог,мог,0,1
разобрать,разобрать,0,1
папа,папа,0,1
наташа,наташа,0,20
петя,петя,0,5
все,все,0,7
кричали,кричали,0,1
говорили,говорили,0,3
целовали,целовали,0,1
одно,одно,0,1
время,время,0,2
матери,матери,0,2
числе,числе,0,1
их,их,0,3
помнил,помнил,0,1
я,я,0,17
знал,знал,0,2
николушка,николушка,0,2
друг,друг,0,8
коля,коля,0,1
переменился,переменился,0,1
нет,нет,0,8
свечей,свечей,0,1
чаю,чаю,0,1
меня,меня,0,4
поцелуй,поцелуй,0,1
душенька,душенька,0,1
соня,соня,0,11
анна,анна,0,1
михайловна,михайловна,0,1
вера,вера,0,3
старый,старый,0,1
обнимали,обнимали,0,1
люди,люди,0,1
горничные,горничные,0,1
наполнив,наполнив,0,1
комнаты,комнаты,0,3
приговаривали,приговаривали,0,1
ахали,ахали,0,1
повис,повис,0,1
ногах,ногах,0,1
после,после,0,3
она,она,0,28
пригнув,пригнув,0,1
себе,себе,0,2
расцеловала,расцеловала,0,1
лицо,лицо,0,2
отскочила,отскочила,0,1
держась,держась,0,1
полу,полу,0,1
венгерки,венгерки,0,2
прыгала,прыгала,0,1
коза,коза,0,1
одном,одном,0,1
месте,месте,0,2
пронзительно,пронзительно,0,1
визжала,визжала,0,1
со,со,0,4
всех,всех,0,2
сторон,сторон,0,2
блестящие,блестящие,0,1
слезами,слезами,0,2
любящие,любящие,0,1
глаза,глаза,0,6
губы,губы,0,1
искавшие,искавшие,0,1
поцелуя,поцелуя,0,1
красная,красная,0,1
кумач,кумач,0,1
держалась,держалась,0,1
вся,вся,0,1
сияла,сияла,0,1
блаженном,блаженном,0,1
взгляде,взгляде,0,1
устремленном,устремленном,0,1
которых,которых,0,1
ждала,ждала,0,1
соне,соне,0,2
минуло,минуло,0,1
16,16,0,2
лет,лет,0,1
была,была,0,6
очень,очень,0,5
красива,красива,0,1
особенно,особенно,0,1
эту,эту,0,1
счастливого,счастливого,0,1
восторженного,восторженного,0,1
оживления,оживления,0,1
смотрела,смотрела,0,1
спуская,спуская,0,1
глаз,глаз,0,2
улыбаясь,улыбаясь,0,2
задерживая,задерживая,0,1
дыхание,дыхание,0,1
благодарно,благодарно,0,1
нее,нее,0,2
ждал,ждал,0,2
искал,искал,0,1
кого,кого,0,5
старая,старая,0,3
выходила,выходила,0,1
послышались,послышались,0,1
шаги,шаги,0,3
дверях,дверях,0,1
такие,такие,0,2
быстрые,быстрые,0,1
могли,могли,0,2
быть,быть,0,1
новом,новом,0,2
незнакомом,незнакомом,0,1
сшитом,сшитом,0,1
без,без,0,1
платье,платье,0,2
оставили,оставили,0,1
ней,ней,0,3
сошлись,сошлись,0,1
упала,упала,0,1
грудь,грудь,0,1
рыдая,рыдая,0,1
могла,могла,0,2
поднять,поднять,0,1
лица,лица,0,3
прижимала,прижимала,0,1
холодным,холодным,0,1
снуркам,снуркам,0,1
никем,никем,0,1
замеченный,замеченный,0,1
войдя,войдя,0,1
комнату,комнату,0,2
тут,тут,0,1
глядя,глядя,0,2
тер,тер,0,1
василий,василий,0,1
вашего,вашего,0,1
сына,сына,0,2
сказал,сказал,0,6
рекомендуясь,рекомендуясь,0,1
графу,графу,0,1
вопросительно,вопросительно,0,2
смотревшему,смотревшему,0,1
милости,милости,0,1
прошу,прошу,0,1
знаю,знаю,0,2
целуя,целуя,0,1
обнимая,обнимая,0,1
денисова,денисова,0,4
писал,писал,0,1
счастливые,счастливые,0,2
восторженные,восторженные,0,1
обратились,обратились,0,1
мохнатую,мохнатую,0,1
фигуру,фигуру,0,1
окружили,окружили,0,1
визгнула,визгнула,0,1
помнившая,помнившая,0,1
восторга,восторга,0,1
подскочила,подскочила,0,1
нему,нему,0,2
обняла,обняла,0,1
поцеловала,поцеловала,0,1
смутились,смутились,0,1
поступком,поступком,0,1
наташи,наташи,0,6
покраснел,покраснел,0,2
улыбнулся,улыбнулся,0,1
взяв,взяв,0,2
поцеловал,поцеловал,0,2
ее,ее,0,11
отвели,отвели,0,1
приготовленную,приготовленную,0,1
ростовы,ростовы,0,1
собрались,собрались,0,1
диванную,диванную,0,2
около,около,0,1
николушки,николушки,0,1
выпуская,выпуская,0,1
руки,руки,0,3
которую,которую,0,2
всякую,всякую,0,1
целовала,целовала,0,1
сидела,сидела,0,1
рядом,рядом,0,1
остальные,остальные,0,1
столпившись,столпившись,0,1
вокруг,вокруг,0,1
ловили,ловили,0,1
каждое,каждое,0,1
движенье,движенье,0,1
слово,слово,0,1
взгляд,взгляд,0,1
спускали,спускали,0,1
влюбленных,влюбленных,0,1
брат,брат,0,3
сестры,сестры,0,2
спорили,спорили,0,1
перехватывали,перехватывали,0,1
места,места,0,1
друга,друга,0,2
поближе,поближе,0,1
дрались,дрались,0,1
кому,кому,0,1
принести,принести,0,1
чай,чай,0,2
платок,платок,0,1
трубку,трубку,0,2
счастлив,счастлив,0,1
любовью,любовью,0,1
выказывали,выказывали,0,1
первая,первая,0,1
минута,минута,0,1
встречи,встречи,0,1
блаженна,блаженна,0,1
теперешнего,теперешнего,0,1
счастия,счастия,0,2
мало,мало,0,1
чего,чего,0,1
утро,утро,0,1
приезжие,приезжие,0,1
спали,спали,0,1
10,10,0,1
часа,часа,0,1
предшествующей,предшествующей,0,1
комнате,комнате,0,4
валялись,валялись,0,1
сабли,сабли,0,2
сумки,сумки,0,1
ташки,ташки,0,1
раскрытые,раскрытые,0,1
чемоданы,чемоданы,0,1
грязные,грязные,0,1
сапоги,сапоги,0,1
вычищенные,вычищенные,0,2
две,две,0,1
пары,пары,0,1
шпорами,шпорами,0,1
поставлены,поставлены,0,1
стенки,стенки,0,1
слуги,слуги,0,1
приносили,приносили,0,1
умывальники,умывальники,0,1
горячую,горячую,0,1
воду,воду,0,1
бритья,бритья,0,1
платья,платья,0,1
пахло,пахло,0,1
табаком,табаком,0,1
мужчинами,мужчинами,0,1
гей,гей,0,1
гришка,гришка,0,1
крикнул,крикнул,0,1
хриплый,хриплый,0,1
голос,голос,0,4
васьки,васьки,0,1
вставай,вставай,0,2
протирая,протирая,0,1
слипавшиеся,слипавшиеся,0,1
спутанную,спутанную,0,1
жаркой,жаркой,0,1
подушки,подушки,0,1
чтò,чтò,0,12
поздно,поздно,0,2
десятый,десятый,0,1
час,час,0,1
отвечал,отвечал,0,1
наташин,наташин,0,1
соседней,соседней,0,1
послышалось,послышалось,0,1
шуршанье,шуршанье,0,1
крахмаленных,крахмаленных,0,1
платьев,платьев,0,1
шопот,шопот,0,1
смех,смех,0,2
девичьих,девичьих,0,1
голосов,голосов,0,1
чуть,чуть,0,1
растворенную,растворенную,0,1
мелькнуло,мелькнуло,0,1
голубое,голубое,0,1
ленты,ленты,0,1
черные,черные,0,1
волоса,волоса,0,1
веселые,веселые,0,2
соней,соней,0,3
петей,петей,0,1
которые,которые,0,2
пришли,пришли,0,1
наведаться,наведаться,0,1
встал,встал,0,1
николинька,николинька,0,2
послышался,послышался,0,2
первой,первой,0,1
увидав,увидав,0,2
схватив,схватив,0,1
испытывая,испытывая,0,1
восторг,восторг,0,1
испытывают,испытывают,0,1
мальчики,мальчики,0,1
при,при,0,2
виде,виде,0,1
воинственного,воинственного,0,1
старшего,старшего,0,1
брата,брата,0,2
сестрам,сестрам,0,1
неприлично,неприлично,0,1
видеть,видеть,0,1
раздетых,раздетых,0,1
мужчин,мужчин,0,1
отворил,отворил,0,1
твоя,твоя,0,2
сабля,сабля,0,2
девочки,девочки,0,2
отскочили,отскочили,0,1
испуганными,испуганными,0,1
глазами,глазами,0,1
спрятал,спрятал,0,1
мохнатые,мохнатые,0,1
ноги,ноги,0,1
одеяло,одеяло,0,1
оглядываясь,оглядываясь,0,1
помощью,помощью,0,1
пропустила,пропустила,0,1
петю,петю,0,1
затворилась,затворилась,0,1
дверью,дверью,0,1
выходи,выходи,0,1
халате,халате,0,1
проговорил,проговорил,0,1
или,или,0,2
ваша,ваша,0,1
подобострастным,подобострастным,0,1
уважением,уважением,0,1
усатому,усатому,0,1
черному,черному,0,1
поспешно,поспешно,0,1
обулся,обулся,0,1
надел,надел,0,1
халат,халат,0,1
вышел,вышел,0,2
надела,надела,0,1
один,один,0,1
сапог,сапог,0,1
шпорой,шпорой,0,1
влезала,влезала,0,1
кружилась,кружилась,0,1
хотела,хотела,0,1
раздуть,раздуть,0,1
присесть,присесть,0,1
обе,обе,0,1
одинаковых,одинаковых,0,1
новеньких,новеньких,0,1
голубых,голубых,0,1
платьях,платьях,0,1
свежие,свежие,0,1
румяные,румяные,0,1
убежала,убежала,0,2
под,под,0,3
повела,повела,0,1
начался,начался,0,1
разговор,разговор,0,1
успевали,успевали,0,1
спрашивать,спрашивать,0,1
отвечать,отвечать,0,1
вопросы,вопросы,0,1
тысячах,тысячах,0,1
мелочей,мелочей,0,1
интересовать,интересовать,0,1
одних,одних,0,1
смеялась,смеялась,0,1
всяком,всяком,0,1
слове,слове,0,1
которое,которое,0,3
говорила,говорила,0,5
потому,потому,0,4
чтобы,чтобы,0,2
смешно,смешно,0,1
ей,ей,0,3
весело,весело,0,2
силах,силах,0,1
удерживать,удерживать,0,1
выражавшейся,выражавшейся,0,1
смехом,смехом,0,1
ах,ах,0,2
хорошо,хорошо,0,4
отлично,отлично,0,2
приговаривала,приговаривала,0,1
ко,ко,0,1
всему,всему,0,1
почувствовал,почувствовал,0,1
влиянием,влиянием,0,1
жарких,жарких,0,1
лучей,лучей,0,1
любви,любви,0,3
первый,первый,0,1
раз,раз,0,1
через,через,0,1
полтора,полтора,0,1
душе,душе,0,1
лице,лице,0,1
распускалась,распускалась,0,1
детская,детская,0,1
улыбка,улыбка,0,2
которою,которою,0,1
ни,ни,0,8
разу,разу,0,1
улыбался,улыбался,0,1
тех,тех,0,1
пор,пор,0,1
выехал,выехал,0,1
послушай,послушай,0,1
сказала,сказала,0,4
теперь,теперь,0,6
мужчина,мужчина,0,1
ужасно,ужасно,0,1
рада,рада,0,1
тронула,тронула,0,1
хочется,хочется,0,1
знать,знать,0,2
какие,какие,0,1
вы,вы,0,5
мужчины,мужчины,0,1
мы,мы,0,4
отчего,отчего,0,3
спрашивал,спрашивал,0,1
целая,целая,0,1
история,история,0,1
будешь,будешь,0,1
говорить,говорить,0,1
случится,случится,0,1
говори,говори,0,2
пожалуста,пожалуста,0,1
тебе,тебе,0,2
скажу,скажу,0,3
знаешь,знаешь,0,1
такой,такой,0,1
сожгу,сожгу,0,1
посмотри,посмотри,0,1
засучила,засучила,0,1
свой,свой,0,2
кисейный,кисейный,0,1
рукав,рукав,0,1
показала,показала,0,1
длинной,длинной,0,1
худой,худой,0,1
нежной,нежной,0,1
ручке,ручке,0,1
плечом,плечом,0,1
гораздо,гораздо,0,1
выше,выше,0,1
локтя,локтя,0,1
том,том,0,1
закрыто,закрыто,0,1
бывает,бывает,0,1
бальными,бальными,0,1
платьями,платьями,0,1
красную,красную,0,1
метину,метину,0,1
сожгла,сожгла,0,1
доказать,доказать,0,1
любовь,любовь,0,2
просто,просто,0,1
линейку,линейку,0,1
разожгла,разожгла,0,1
огне,огне,0,1
прижала,прижала,0,1
сидя,сидя,0,1
прежней,прежней,0,1
классной,классной,0,1
диване,диване,0,1
подушечками,подушечками,0,1
ручках,ручках,0,1
отчаянно,отчаянно,0,1
оживленные,оживленные,0,1
вошел,вошел,0,1
семейный,семейный,0,1
детский,детский,0,1
мир,мир,0,1
имел,имел,0,1
никакого,никакого,0,1
смысла,смысла,0,1
кроме,кроме,0,1
доставлял,доставлял,0,1
одни,одни,0,1
лучших,лучших,0,1
наслаждений,наслаждений,0,1
жизни,жизни,0,1
сожжение,сожжение,0,1
линейкой,линейкой,0,2
показания,показания,0,1
показалось,показалось,0,1
бесполезно,бесполезно,0,1
понимал,понимал,0,1
удивлялся,удивлялся,0,1
этому,этому,0,1
дружны,дружны,0,2
глупости,глупости,0,2
навсегда,навсегда,0,2
друзья,друзья,0,1
полюбит,полюбит,0,1
этого,этого,0,2
понимаю,понимаю,0,1
забуду,забуду,0,1
любит,любит,0,1
тебя,тебя,0,1
покраснела,покраснела,0,2
помнишь,помнишь,0,1
перед,перед,0,1
отъездом,отъездом,0,1
говорит,говорит,0,1
буду,буду,0,1
любить,любить,0,4
всегда,всегда,0,1
пускай,пускай,0,1
будет,будет,0,1
свободен,свободен,0,1
правда,правда,0,1
благородно,благородно,0,2
спрашивала,спрашивала,0,1
серьезно,серьезно,0,1
взволнованно,взволнованно,0,1
прежде,прежде,0,1
задумался,задумался,0,1
чем,чем,0,1
беру,беру,0,1
своего,своего,0,2
слова,слова,0,1
потом,потом,0,1
такая,такая,0,1
прелесть,прелесть,0,1
какой,какой,0,1
дурак,дурак,0,1
станет,станет,0,1
отказываться,отказываться,0,1
закричала,закричала,0,1
про,про,0,1
нею,нею,0,2
знали,знали,0,1
скажешь,скажешь,0,1
нельзя,нельзя,0,3
понимаешь,понимаешь,0,1
ежели,ежели,0,1
говоришь,говоришь,0,1
считаешь,считаешь,0,1
связанным,связанным,0,1
словом,словом,0,1
выходит,выходит,0,3
нарочно,нарочно,0,1
таки,таки,0,1
насильно,насильно,0,1
женишься,женишься,0,1
придумано,придумано,0,1
ими,ими,0,1
вчера,вчера,0,2
поразила,поразила,0,1
своею,своею,0,1
красотой,красотой,0,1
нынче,нынче,0,2
мельком,мельком,0,1
показалась,показалась,0,1
лучше,лучше,0,1
прелестная,прелестная,0,1
тилетняя,тилетняя,0,1
девочка,девочка,0,2
очевидно,очевидно,0,1
страстно,страстно,0,1
любящая,любящая,0,1
этом,этом,0,1
сомневался,сомневался,0,1
жениться,жениться,0,1
даже,даже,0,1
столько,столько,0,1
других,других,0,1
радостей,радостей,0,1
занятий,занятий,0,1
прекрасно,прекрасно,0,2
придумали,придумали,0,1
надо,надо,0,1
оставаться,оставаться,0,1
свободным,свободным,0,1
поговорим,поговорим,0,1
рад,рад,0,1
борису,борису,0,1
изменила,изменила,0,1
смеясь,смеясь,0,1
крикнула,крикнула,0,1
нем,нем,0,1
ком,ком,0,1
думаю,думаю,0,1
хочу,хочу,0,2
переспросила,переспросила,0,1
счастливая,счастливая,0,1
осветила,осветила,0,1
duport,duport,0,1
a,a,0,1
знаменитого,знаменитого,0,1
дюпора,дюпора,0,1
танцовщика,танцовщика,0,1
видал,видал,0,1
поймешь,поймешь,0,1
взяла,взяла,0,1
округлив,округлив,0,1
юбку,юбку,0,1
танцуют,танцуют,0,1
отбежала,отбежала,0,1
несколько,несколько,0,2
шагов,шагов,0,2
перевернулась,перевернулась,0,1
сделала,сделала,0,1
антраша,антраша,0,1
побила,побила,0,1
ножкой,ножкой,0,1
об,об,0,1
ножку,ножку,0,1
став,став,0,1
самые,самые,0,1
кончики,кончики,0,1
носков,носков,0,1
прошла,прошла,0,1
стою,стою,0,1
удержалась,удержалась,0,1
никогда,никогда,0,2
пойду,пойду,0,2
замуж,замуж,0,3
танцовщицы,танцовщицы,0,2
громко,громко,0,1
захохотал,захохотал,0,1
завидно,завидно,0,1
удержаться,удержаться,0,1
засмеялась,засмеялась,0,1
вместе,вместе,0,2
бориса,бориса,0,1
хочешь,хочешь,0,1
выходить,выходить,0,1
вспыхнула,вспыхнула,0,1
итти,итти,0,1
самое,самое,0,1
увижу,увижу,0,1
пустяки,пустяки,0,1
продолжала,продолжала,0,1
болтать,болтать,0,1
хороший,хороший,0,2
спросила,спросила,0,1
прощай,прощай,0,1
одевайся,одевайся,0,1
страшный,страшный,0,2
nicolas,nicolas,0,1
васька,васька,0,1
славный,славный,0,1
васькой,васькой,0,1
зовешь,зовешь,0,1
странно,странно,0,2
хорош,хорош,0,2
приходи,приходи,0,1
скорее,скорее,0,1
пить,пить,0,1
встала,встала,0,1
прошлась,прошлась,0,1
делают,делают,0,1
улыбаются,улыбаются,0,1
15,15,0,1
тилетние,тилетние,0,1
встретившись,встретившись,0,2
обойтись,обойтись,0,1
поцеловались,поцеловались,0,2
первую,первую,0,1
свидания,свидания,0,1
чувствовали,чувствовали,0,1
сделать,сделать,0,1
чувствовал,чувствовал,0,1
мать,мать,0,1
смотрели,смотрели,0,1
ожидали,ожидали,0,1
поведет,поведет,0,1
назвал,назвал,0,1
сказали,сказали,0,1
другу,другу,0,1
нежно,нежно,0,1
просила,просила,0,1
своим,своим,0,2
взглядом,взглядом,0,2
прощения,прощения,0,1
посольстве,посольстве,0,1
смела,смела,0,1
напомнить,напомнить,0,1
обещании,обещании,0,1
благодарила,благодарила,0,1
благодарил,благодарил,0,1
предложение,предложение,0,1
свободы,свободы,0,1
иначе,иначе,0,1
перестанет,перестанет,0,1
однако,однако,0,1
выбрав,выбрав,0,1
общую,общую,0,1
молчания,молчания,0,1
николинькой,николинькой,0,1
встретились,встретились,0,1
чужие,чужие,0,1
замечание,замечание,0,1
веры,веры,0,1
справедливо,справедливо,0,1
замечания,замечания,0,1
большей,большей,0,1
части,части,0,1
замечаний,замечаний,0,1
сделалось,сделалось,0,1
неловко,неловко,0,1
которая,которая,0,1
боялась,боялась,0,1
этой,этой,0,1
могущей,могущей,0,1
лишить,лишить,0,1
блестящей,блестящей,0,1
партии,партии,0,1
удивлению,удивлению,0,1
мундире,мундире,0,1
напомаженный,напомаженный,0,1
надушенный,надушенный,0,1
явился,явился,0,1
таким,таким,0,1
же,же,1,5
щеголем,щеголем,1,1
каким,каким,1,2
он,он,1,31
был,был,1,10
в,в,1,52
сражениях,сражениях,1,1
и,и,1,88
таким,таким,1,1
любезным,любезным,1,1
с,с,1,19
дамами,дамами,1,1
кавалерами,кавалерами,1,1
ростов,ростов,1,5
никак,никак,1,1
не,не,1,17
ожидал,ожидал,1,1
его,его,1,19
видеть,видеть,1,2
ii,ii,1,1
вернувшись,вернувшись,1,2
москву,москву,1,1
из,из,1,6
армии,армии,1,1
николай,николай,1,2
принят,принят,1,1
домашними,домашними,1,1
как,как,1,12
лучший,лучший,1,1
сын,сын,1,3
герой,герой,1,1
ненаглядный,ненаглядный,1,1
николушка,николушка,1,2
родными,родными,1,1
милый,милый,1,1
приятный,приятный,1,1
почтительный,почтительный,1,1
молодой,молодой,1,5
человек,человек,1,4
знакомыми,знакомыми,1,1
красивый,красивый,1,2
гусарский,гусарский,1,2
поручик,поручик,1,2
ловкий,ловкий,1,1
танцор,танцор,1,1
один,один,1,3
лучших,лучших,1,1
женихов,женихов,1,1
москвы,москвы,1,2
знакомство,знакомство,1,1
у,у,1,10
ростовых,ростовых,1,1
была,была,1,2
вся,вся,1,1
москва,москва,1,2
денег,денег,1,2
нынешний,нынешний,1,1
год,год,1,1
старого,старого,1,1
графа,графа,1,4
было,было,1,12
достаточно,достаточно,1,1
потому,потому,1,6
что,что,1,28
были,были,1,8
перезаложены,перезаложены,1,1
все,все,1,4
имения,имения,1,1
заведя,заведя,1,1
своего,своего,1,3
собственного,собственного,1,1
рысака,рысака,1,2
самые,самые,1,2
модные,модные,1,2
рейтузы,рейтузы,1,1
особенные,особенные,1,1
каких,каких,1,2
ни,ни,1,3
кого,кого,1,2
еще,еще,1,12
москве,москве,1,10
сапоги,сапоги,1,1
самыми,самыми,1,1
острыми,острыми,1,1
носками,носками,1,1
маленькими,маленькими,1,1
серебряными,серебряными,1,1
шпорами,шпорами,1,1
проводил,проводил,1,1
время,время,1,8
очень,очень,1,4
весело,весело,1,2
домой,домой,1,1
испытал,испытал,1,1
приятное,приятное,1,1
чувство,чувство,1,2
после,после,1,1
некоторого,некоторого,1,1
промежутка,промежутка,1,1
времени,времени,1,2
примеривания,примеривания,1,1
себя,себя,1,1
к,к,1,18
старым,старым,1,2
условиям,условиям,1,1
жизни,жизни,1,1
ему,ему,1,7
казалось,казалось,1,2
возмужал,возмужал,1,1
вырос,вырос,1,1
отчаяние,отчаяние,1,1
