token,token_lower,chapter_idx,count
тому,тому,0,2
назад,назад,0,1
неожиданно,неожиданно,0,2
заболела,заболела,0,1
пропустила,пропустила,0,1
собраний,собраний,0,1
украшением,украшением,0,1
слышно,слышно,0,1
никого,никого,0,1
принимает,принимает,0,1
вместо,вместо,0,1
знаменитых,знаменитых,0,1
петербургских,петербургских,0,1
докторов,докторов,0,1
обыкновенно,обыкновенно,0,1
лечивших,лечивших,0,1
ее,ее,0,3
вверилась,вверилась,0,1
какому,какому,0,1
итальянскому,итальянскому,0,1
доктору,доктору,0,1
лечившему,лечившему,0,1
каким,каким,0,1
новым,новым,0,1
необыкновенным,необыкновенным,0,1
способом,способом,0,1
очень,очень,0,3
хорошо,хорошо,0,2
знали,знали,0,1
прелестной,прелестной,0,1
происходила,происходила,0,1
неудобства,неудобства,0,2
выходить,выходить,0,1
замуж,замуж,0,1
сразу,сразу,0,1
двух,двух,0,1
мужей,мужей,0,1
лечение,лечение,0,1
итальянца,итальянца,0,1
состояло,состояло,0,1
устранении,устранении,0,1
этого,этого,0,3
присутствии,присутствии,0,1
никто,никто,0,3
смел,смел,0,1
думать,думать,0,1
будто,будто,0,2
знал,знал,0,1
on,on,0,4
dit,dit,0,6
que,que,0,7
la,la,0,6
pauvre,pauvre,0,2
comtesse,comtesse,0,2
est,est,0,11
très,très,0,3
mal,mal,0,1
le,le,0,7
médecin,médecin,0,4
c,c,0,7
l,l,0,5
angine,angine,0,4
pectorale,pectorale,0,1
oh,oh,0,3
une,une,0,3
maladie,maladie,0,1
terrible,terrible,0,2
les,les,0,3
rivaux,rivaux,0,1
se,se,0,1
sont,sont,0,1
reconciliés,reconciliés,0,1
grâce,grâce,0,1
à,à,0,3
879,879,0,1
повторялось,повторялось,0,1
большим,большим,0,1
удовольствием,удовольствием,0,1
vieux,vieux,0,1
comte,comte,0,1
touchant,touchant,0,1
ce,ce,0,3
qu,qu,0,3
il,il,0,2
a,a,0,4
pleuré,pleuré,0,1
comme,comme,0,2
un,un,0,4
enfant,enfant,0,1
quand,quand,0,1
lui,lui,0,1
cas,cas,0,1
était,était,0,1
dangereux,dangereux,0,1
serait,serait,0,1
perte,perte,0,1
femme,femme,0,2
ravissante,ravissante,0,1
vous,vous,0,2
parlez,parlez,0,1
de,de,0,8
сказала,сказала,0,3
подходя,подходя,0,1
j,j,0,1
ai,ai,0,1
envoyé,envoyé,0,1
savoir,savoir,0,1
ses,ses,0,1
nouvelles,nouvelles,0,1
m,m,0,2
elle,elle,0,3
allait,allait,0,1
peu,peu,0,1
mieux,mieux,0,1
sans,sans,0,1
doute,doute,0,1
plus,plus,0,1
charmante,charmante,0,1
du,du,0,1
monde,monde,0,1
880,880,0,1
улыбкой,улыбкой,0,1
над,над,0,2
своею,своею,0,1
восторженностью,восторженностью,0,1
nous,nous,0,1
appartenons,appartenons,0,1
des,des,0,1
camps,camps,0,1
différents,différents,0,1
mais,mais,0,2
cela,cela,0,1
ne,ne,0,1
empêche,empêche,0,1
pas,pas,0,1
éstimer,éstimer,0,1
mérite,mérite,0,1
bien,bien,0,1
malheureuse,malheureuse,0,1
881,881,0,1
прибавила,прибавила,0,1
полагая,полагая,0,1
этими,этими,0,1
словами,словами,0,1
слегка,слегка,0,1
приподнимала,приподнимала,0,1
завесу,завесу,0,1
тайны,тайны,0,1
болезнью,болезнью,0,1
один,один,0,1
неосторожный,неосторожный,0,1
молодой,молодой,0,1
человек,человек,0,1
позволил,позволил,0,1
себе,себе,0,1
выразить,выразить,0,1
удивление,удивление,0,1
призваны,призваны,0,1
известные,известные,0,1
врачи,врачи,0,1
а,а,0,2
лечит,лечит,0,1
графиню,графиню,0,1
шарлатан,шарлатан,0,1
который,который,0,2
дать,дать,0,1
опасные,опасные,0,1
средства,средства,0,1
vos,vos,0,1
informations,informations,0,1
peuvent,peuvent,0,1
être,être,0,2
meilleures,meilleures,0,1
miennes,miennes,0,1
882,882,0,1
вдруг,вдруг,0,3
ядовито,ядовито,0,1
напустилась,напустилась,0,1
неопытного,неопытного,0,1
молодого,молодого,0,2
человека,человека,0,2
je,je,0,2
sais,sais,0,1
bonne,bonne,0,1
source,source,0,1
homme,homme,0,1
savant,savant,0,1
et,et,0,2
habile,habile,0,1
intime,intime,0,1
reine,reine,0,1
d,d,0,1
espagne,espagne,0,1
883,883,0,1
таким,таким,0,2
образом,образом,0,2
уничтожив,уничтожив,0,1
обратилась,обратилась,0,2
билибину,билибину,0,1
другом,другом,0,1
кружке,кружке,0,1
подобрав,подобрав,0,1
кожу,кожу,0,2
видимо,видимо,0,2
сбираясь,сбираясь,0,1
распустить,распустить,0,1
mot,mot,0,2
884,884,0,1
говорил,говорил,0,2
австрийцах,австрийцах,0,1
trouve,trouve,0,1
charmant,charmant,0,3
885,885,0,1
про,про,0,1
дипломатическую,дипломатическую,0,1
бумагу,бумагу,0,1
которой,которой,0,1
отосланы,отосланы,0,1
вену,вену,0,1
австрийские,австрийские,0,1
знамена,знамена,0,1
взятые,взятые,0,1
витгенштейном,витгенштейном,0,1
héros,héros,0,1
pétropol886,pétropol886,0,1
называли,называли,0,1
нему,нему,0,1
возбуждая,возбуждая,0,1
молчание,молчание,0,2
услышанья,услышанья,0,1
которое,которое,0,2
знала,знала,0,1
билибин,билибин,0,3
повторил,повторил,0,1
следующие,следующие,0,1
подлинные,подлинные,0,1
дипломатической,дипломатической,0,2
депеши,депеши,0,1
им,им,0,2
составленной,составленной,0,1
empereur,empereur,0,1
renvoie,renvoie,0,1
drapeaux,drapeaux,0,2
autrichiens,autrichiens,0,1
сказал,сказал,0,5
amis,amis,0,1
égarés,égarés,0,1
trouvé,trouvé,0,1
hors,hors,0,1
route,route,0,2
887,887,0,1
докончил,докончил,0,1
бибилин,бибилин,0,1
распуская,распуская,0,1
888,888,0,1
varsovie,varsovie,0,1
peut,peut,0,1
889,889,0,1
ипполит,ипполит,0,2
оглянулись,оглянулись,0,1
него,него,0,1
понимая,понимая,0,1
хотел,хотел,0,1
этим,этим,0,1
тоже,тоже,0,1
веселым,веселым,0,1
удивлением,удивлением,0,1
оглядывался,оглядывался,0,1
вокруг,вокруг,0,1
себя,себя,0,1
понимал,понимал,0,1
значили,значили,0,1
сказанные,сказанные,0,2
время,время,0,2
своей,своей,0,1
карьеры,карьеры,0,1
раз,раз,0,1
замечал,замечал,0,1
оказывались,оказывались,0,1
остроумны,остроумны,0,1
всякий,всякий,0,1
случай,случай,0,1
эти,эти,0,2
первые,первые,0,1
пришедшие,пришедшие,0,1
ему,ему,0,2
язык,язык,0,1
выйдет,выйдет,0,2
думал,думал,0,1
ежели,ежели,0,1
они,они,0,2
там,там,0,1
сумеют,сумеют,0,1
устроить,устроить,0,1
действительно,действительно,0,1
воцарилось,воцарилось,0,1
неловкое,неловкое,0,1
вошло,вошло,0,1
недостаточно,недостаточно,0,1
патриотическое,патриотическое,0,1
лицо,лицо,0,1
ждала,ждала,0,1
обращения,обращения,0,1
улыбаясь,улыбаясь,0,1
погрозив,погрозив,0,1
пальцем,пальцем,0,1
ипполиту,ипполиту,0,1
пригласила,пригласила,0,1
князя,князя,0,1
василия,василия,0,1
столу,столу,0,1
поднеся,поднеся,0,1
две,две,0,1
свечи,свечи,0,1
рукопись,рукопись,0,1
попросила,попросила,0,1
начать,начать,0,1
замолкло,замолкло,0,1
всемилостивейший,всемилостивейший,0,1
государь,государь,0,1
император,император,0,1
строго,строго,0,1
провозгласил,провозгласил,0,1
оглянул,оглянул,0,1
публику,публику,0,1
спрашивая,спрашивая,0,2
имеет,имеет,0,1
ли,ли,0,1
кто,кто,0,1
против,против,0,1
ничего,ничего,0,1
первопрестольный,первопрестольный,0,1
град,град,0,1
москва,москва,0,1
новый,новый,0,1
иерусалим,иерусалим,0,1
приемлет,приемлет,0,1
христа,христа,0,1
своего,своего,0,2
ударил,ударил,0,1
слове,слове,0,1
яко,яко,0,1
мать,мать,0,1
объятия,объятия,0,1
усердных,усердных,0,1
сынов,сынов,0,1
своих,своих,0,1
сквозь,сквозь,0,1
возникающую,возникающую,0,1
мглу,мглу,0,1
провидя,провидя,0,1
блистательную,блистательную,0,1
славу,славу,0,1
твоея,твоея,0,1
державы,державы,0,1
поет,поет,0,1
восторге,восторге,0,1
осанна,осанна,0,1
благословен,благословен,0,1
грядый,грядый,0,1
плачущим,плачущим,0,1
голосом,голосом,0,1
произнес,произнес,0,1
последние,последние,0,1
рассматривал,рассматривал,0,1
внимательно,внимательно,0,1
свои,свои,0,1
ногти,ногти,0,1
многие,многие,0,1
робели,робели,0,1
бы,бы,0,1
виноваты,виноваты,0,1
повторяла,повторяла,0,1
вперед,вперед,0,1
старушка,старушка,0,1
молитву,молитву,0,1
причастия,причастия,0,1
пусть,пусть,0,2
дерзкий,дерзкий,0,2
наглый,наглый,0,2
голиаф,голиаф,0,2
прошептала,прошептала,0,1
продолжал,продолжал,0,1
пределов,пределов,0,1
франции,франции,0,1
обносит,обносит,0,1
краях,краях,0,1
россии,россии,0,1
смертоносные,смертоносные,0,1
ужасы,ужасы,0,1
кроткая,кроткая,0,1
вера,вера,0,1
сия,сия,0,1
праща,праща,0,1
российского,российского,0,1
давида,давида,0,1
сразит,сразит,0,1
внезапно,внезапно,0,1
главу,главу,0,1
кровожаждущей,кровожаждущей,0,1
гордыни,гордыни,0,1
сей,сей,0,1
образ,образ,0,1
древнего,древнего,0,1
ревнителя,ревнителя,0,1
благе,благе,0,1
нашего,нашего,0,1
отечества,отечества,0,2
приносится,приносится,0,1
вашему,вашему,0,1
императорскому,императорскому,0,1
величеству,величеству,0,1
болезную,болезную,0,1
слабеющие,слабеющие,0,1
мои,мои,0,1
силы,силы,0,1
препятствуют,препятствуют,0,1
мне,мне,0,1
насладиться,насладиться,0,1
любезнейшим,любезнейшим,0,1
вашим,вашим,0,1
лицезрением,лицезрением,0,1
теплые,теплые,0,1
воссылаю,воссылаю,0,1
небесам,небесам,0,1
молитвы,молитвы,0,1
да,да,0,1
всесильный,всесильный,0,1
возвеличит,возвеличит,0,1
род,род,0,1
правых,правых,0,1
исполнит,исполнит,0,1
благих,благих,0,1
желания,желания,0,1
вашего,вашего,0,1
величества,величества,0,1
quelle,quelle,0,1
force,force,0,1
quel,quel,0,1
style,style,0,1
890,890,0,1
послышались,послышались,0,1
похвалы,похвалы,0,1
чтецу,чтецу,0,1
сочинителю,сочинителю,0,1
воодушевленные,воодушевленные,0,1
речью,речью,0,1
гости,гости,0,1
долго,долго,0,1
говорили,говорили,0,1
положении,положении,0,1
делали,делали,0,1
различные,различные,0,1
предположения,предположения,0,1
исходе,исходе,0,1
днях,днях,0,1
дано,дано,0,1
verrez,verrez,0,1
891,891,0,1
завтра,завтра,0,1
рождения,рождения,0,1
мы,мы,0,1
получим,получим,0,1
известие,известие,0,1
у,у,1,1
меня,меня,1,3
есть,есть,1,1
хорошее,хорошее,1,1
предчувствие,предчувствие,1,3
ii,ii,1,1
анны,анны,1,2
павловны,павловны,1,2
действительно,действительно,1,1
оправдалось,оправдалось,1,2
на,на,1,7
другой,другой,1,3
день,день,1,8
во,во,1,4
время,время,1,2
молебствия,молебствия,1,1
дворце,дворце,1,1
по,по,1,3
случаю,случаю,1,2
дня,дня,1,3
рождения,рождения,1,2
государя,государя,1,6
князь,князь,1,6
волконский,волконский,1,1
был,был,1,3
вызван,вызван,1,1
из,из,1,5
церкви,церкви,1,1
и,и,1,24
получил,получил,1,2
конверт,конверт,1,1
от,от,1,12
князя,князя,1,3
кутузова,кутузова,1,8
это,это,1,7
было,было,1,12
донесение,донесение,1,3
писанное,писанное,1,1
в,в,1,20
сражения,сражения,1,2
татариновой,татариновой,1,1
кутузов,кутузов,1,2
писал,писал,1,1
что,что,1,14
русские,русские,1,1
не,не,1,9
отступили,отступили,1,1
ни,ни,1,1
шаг,шаг,1,1
французы,французы,1,1
потеряли,потеряли,1,1
гораздо,гораздо,1,1
более,более,1,2
нашего,нашего,1,1
он,он,1,7
доносит,доносит,1,1
второпях,второпях,1,1
с,с,1,8
поля,поля,1,1
успев,успев,1,1
еще,еще,1,4
собрать,собрать,1,1
последних,последних,1,1
сведений,сведений,1,1
стало,стало,1,1
быть,быть,1,1
была,была,1,2
победа,победа,1,1
тотчас,тотчас,1,2
же,же,1,3
выходя,выходя,1,1
храма,храма,1,1
воздана,воздана,1,1
творцу,творцу,1,1
благодарность,благодарность,1,1
за,за,1,4
его,его,1,6
помощь,помощь,1,2
победу,победу,1,2
городе,городе,1,1
всё,всё,1,3
утро,утро,1,1
царствовало,царствовало,1,1
радостно,радостно,1,1
праздничное,праздничное,1,1
настроение,настроение,1,1
духа,духа,1,1
все,все,1,4
признавали,признавали,1,1
совершенною,совершенною,1,1
некоторые,некоторые,1,1
уже,уже,1,3
говорили,говорили,1,3
о,о,1,9
пленении,пленении,1,1
самого,самого,1,1
наполеона,наполеона,1,2
низложении,низложении,1,1
избрании,избрании,1,1
новой,новой,1,1
главы,главы,1,1
для,для,1,4
франции,франции,1,1
вдали,вдали,1,1
дела,дела,1,1
среди,среди,1,1
условий,условий,1,1
придворной,придворной,1,1
жизни,жизни,1,1
весьма,весьма,1,1
трудно,трудно,1,1
чтобы,чтобы,1,2
события,события,1,4
отражались,отражались,1,1
всей,всей,1,1
их,их,1,2
полноте,полноте,1,1
силе,силе,1,1
невольно,невольно,1,2
общие,общие,1,1
группируются,группируются,1,1
около,около,1,3
какого,какого,1,2
нибудь,нибудь,1,1
частного,частного,1,1
случая,случая,1,1
так,так,1,2
теперь,теперь,1,3
главная,главная,1,1
радость,радость,1,1
придворных,придворных,1,1
заключалась,заключалась,1,1
столько,столько,1,1
том,том,1,3
мы,мы,1,1
победили,победили,1,1
сколько,сколько,1,1
известие,известие,1,4
об,об,1,3
этой,этой,1,2
победе,победе,1,1
пришлось,пришлось,1,1
именно,именно,1,1
как,как,1,8
удавшийся,удавшийся,1,1
сюрприз,сюрприз,1,1
известии,известии,1,1
сказано,сказано,1,1
тоже,тоже,1,2
потерях,потерях,1,1
русских,русских,1,1
числе,числе,1,1
названы,названы,1,1
были,были,1,1
тучков,тучков,1,1
багратион,багратион,1,1
кутайсов,кутайсов,1,2
печальная,печальная,1,1
сторона,сторона,1,1
здешнем,здешнем,1,1
петербургском,петербургском,1,1
мире,мире,1,1
сгруппировалась,сгруппировалась,1,1
одного,одного,1,1
смерти,смерти,1,3
кутайсова,кутайсова,1,2
знали,знали,1,1
государь,государь,1,4
любил,любил,1,1
молод,молод,1,1
интересен,интересен,1,1
этот,этот,1,3
встречались,встречались,1,1
словами,словами,1,1
удивительно,удивительно,1,1
случилось,случилось,1,1
самый,самый,1,1
молебен,молебен,1,1
а,а,1,4
какая,какая,1,1
потеря,потеря,1,1
ах,ах,1,1
жаль,жаль,1,1
чтó,чтó,1,1
я,я,1,8
вам,вам,1,1
говорил,говорил,1,6
про,про,1,1
василий,василий,1,4
гордостью,гордостью,1,1
пророка,пророка,1,1
всегда,всегда,1,1
один,один,1,1
способен,способен,1,1
победить,победить,1,1
но,но,1,5
получалось,получалось,1,1
известия,известия,1,1
армии,армии,1,3
общий,общий,1,2
голос,голос,1,1
стал,стал,1,1
тревожен,тревожен,1,1
придворные,придворные,1,2
страдали,страдали,1,1
зa,зa,1,1
страдания,страдания,1,1
неизвестности,неизвестности,1,2
которой,которой,1,1
находился,находился,1,1
каково,каково,1,2
положение,положение,1,2
превозносили,превозносили,1,1
третьего,третьего,1,1
осуждали,осуждали,1,1
бывшего,бывшего,1,1
причиной,причиной,1,1
беспокойства,беспокойства,1,1
хвастался,хвастался,1,1
своим,своим,1,1
protégé,protégé,1,1
кутузовым,кутузовым,1,1
хранил,хранил,1,1
молчание,молчание,1,2
когда,когда,1,1
речь,речь,1,1
заходила,заходила,1,1
главнокомандующем,главнокомандующем,1,1
кроме,кроме,1,1
того,того,1,2
к,к,1,1
вечеру,вечеру,1,1
этого,этого,1,1
будто,будто,1,1
соединилось,соединилось,1,1
повергнуть,повергнуть,1,1
тревогу,тревогу,1,1
беспокойство,беспокойство,1,1
петербургских,петербургских,1,1
жителей,жителей,1,1
присоединилась,присоединилась,1,1
одна,одна,1,1
страшная,страшная,1,1
новость,новость,1,1
графиня,графиня,1,2
елена,елена,1,1
безухова,безухова,1,2
скоропостижно,скоропостижно,1,1
умерла,умерла,1,3
страшной,страшной,1,1
болезни,болезни,1,1
которую,которую,1,1
приятно,приятно,1,1
выговаривать,выговаривать,1,1
официально,официально,1,2
больших,больших,1,1
обществах,обществах,1,1
страшного,страшного,1,1
припадка,припадка,1,1
angine,angine,1,1
pectorale,pectorale,1,1
892,892,1,1
интимных,интимных,1,1
кружках,кружках,1,1
рассказывали,рассказывали,1,2
подробности,подробности,1,1
le,le,1,1
médecin,médecin,1,1
intime,intime,1,1
de,de,1,2
la,la,1,1
reine,reine,1,1
d,d,1,1
espagne893,espagne893,1,1
предписал,предписал,1,1
элен,элен,1,3
небольшие,небольшие,1,1
дозы,дозы,1,1
то,то,1,2
лекарства,лекарства,1,2
произведения,произведения,1,1
известного,известного,1,1
действия,действия,1,1
мучимая,мучимая,1,1
тем,тем,1,3
старый,старый,1,2
граф,граф,1,2
подозревал,подозревал,1,1
ее,ее,1,1
муж,муж,1,1
которому,которому,1,1
она,она,1,1
писала,писала,1,1
несчастный,несчастный,1,1
развратный,развратный,1,1
пьер,пьер,1,1
отвечал,отвечал,1,1
ей,ей,1,2
вдруг,вдруг,1,1
приняла,приняла,1,1
огромную,огромную,1,1
дозу,дозу,1,1
выписанного,выписанного,1,1
мучениях,мучениях,1,1
прежде,прежде,1,3
чем,чем,1,1
могли,могли,1,1
подать,подать,1,1
взялись,взялись,1,1
итальянца,итальянца,1,1
итальянец,итальянец,1,1
показал,показал,1,1
такие,такие,1,1
записки,записки,1,1
несчастной,несчастной,1,1
покойницы,покойницы,1,1
отпустили,отпустили,1,1
разговор,разговор,1,1
сосредоточился,сосредоточился,1,1
трех,трех,1,1
печальных,печальных,1,1
событий,событий,1,1
погибели,погибели,1,1
третий,третий,1,1
после,после,1,1
донесения,донесения,1,1
петербург,петербург,1,1
приехал,приехал,1,1
помещик,помещик,1,1
москвы,москвы,1,2
всему,всему,1,1
городу,городу,1,1
распространилось,распространилось,1,1
сдаче,сдаче,1,1
французам,французам,1,1
ужасно,ужасно,1,1
изменник,изменник,1,1
visites,visites,1,1
condoléance,condoléance,1,1
894,894,1,1
которые,которые,1,1
ему,ему,1,2
делали,делали,1,1
дочери,дочери,1,1
восхваляемом,восхваляемом,1,1
им,им,1,1
кутузове,кутузове,1,1
простительно,простительно,1,1
печали,печали,1,1
забыть,забыть,1,1
чтò,чтò,1,1
нельзя,нельзя,1,1
ожидать,ожидать,1,1
ничего,ничего,1,1
другого,другого,1,1
слепого,слепого,1,1
развратного,развратного,1,1
старика,старика,1,1
удивляюсь,удивляюсь,1,1
только,только,1,1
можно,можно,1,2
поручить,поручить,1,1
такому,такому,1,1
человеку,человеку,1,1
судьбу,судьбу,1,1
россии,россии,1,2
пока,пока,1,1
нем,нем,1,1
сомневаться,сомневаться,1,1
пришло,пришло,1,1
графа,графа,1,1
растопчина,растопчина,1,1
следующее,следующее,1,1
адъютант,адъютант,1,1
привез,привез,1,1
мне,мне,1,2
письмо,письмо,1,1
коем,коем,1,1
требует,требует,1,1
полицейских,полицейских,1,1
офицеров,офицеров,1,1
препровождения,препровождения,1,1
рязанскую,рязанскую,1,1
дорогу,дорогу,1,1
говорит,говорит,1,1
сожалением,сожалением,1,1
оставляет,оставляет,1,1
москву,москву,1,2
поступок,поступок,1,1
решает,решает,1,1
жребий,жребий,1,1
столицы,столицы,1,1
вашей,вашей,1,1
империи,империи,1,1
россия,россия,1,1
содрогнется,содрогнется,1,1
узнав,узнав,1,1
уступлении,уступлении,1,1
города,города,1,1
где,где,1,2
сосредоточивается,сосредоточивается,1,1
величие,величие,1,1
прах,прах,1,1
ваших,ваших,1,1
предков,предков,1,1
последую,последую,1,1
армией,армией,1,1
вывез,вывез,1,1
остается,остается,1,1
плакать,плакать,1,1
участи,участи,1,1
моего,моего,1,1
отечества,отечества,1,1
получив,получив,1,1
послал,послал,1,1
князем,князем,1,1
волконским,волконским,1,1
следующий,следующий,1,1
рескрипт,рескрипт,1,1
кутузову,кутузову,1,1
михаил,михаил,1,1
иларионович,иларионович,1,1
29,29,1,1
го,го,1,2
августа,августа,1,1
имею,имею,1,1
никаких,никаких,1,1
донесений,донесений,1,1
вас,вас,1,2
между,между,1,1
1,1,1,1
сентября,сентября,1,1
через,через,1,1
ярославль,ярославль,1,1
московского,московского,1,1
главнокомандующего,главнокомандующего,1,1
печальное,печальное,1,1
извещение,извещение,1,1
вы,вы,1,2
решились,решились,1,1
армиею,армиею,1,1
оставить,оставить,1,1
сами,сами,1,1
можете,можете,1,1
вообразить,вообразить,1,1
действие,действие,1,1
какое,какое,1,1
произвело,произвело,1,1
ваше,ваше,1,1
усугубляет,усугубляет,1,1
мое,мое,1,1
удивление,удивление,1,1
отправляю,отправляю,1,1
сим,сим,1,1
генерал,генерал,1,1
адъютанта,адъютанта,1,1
волконского,волконского,1,1
дабы,дабы,1,1
узнать,узнать,1,1
положении,положении,1,1
поб,поб,1,1
удивших,удивших,2,1
вас,вас,2,1
причинах,причинах,2,1
к,к,2,5
столь,столь,2,1
печальной,печальной,2,1
решимости,решимости,2,3
iii,iii,2,1
девять,девять,2,1
дней,дней,2,1
после,после,2,1
оставления,оставления,2,1
москвы,москвы,2,4
в,в,2,8
петербург,петербург,2,1
приехал,приехал,2,1
посланный,посланный,2,2
от,от,2,3
кутузова,кутузова,2,2
с,с,2,6
официальным,официальным,2,1
известием,известием,2,2
об,об,2,1
оставлении,оставлении,2,1
этот,этот,2,1
был,был,2,4
француз,француз,2,1
мишо,мишо,2,18
не,не,2,6
знавший,знавший,2,1
по,по,2,3
русски,русски,2,2
но,но,2,4
quoique,quoique,2,2
