token,token_lower,chapter_idx,count
другой,другой,0,2
третий,третий,0,1
тысячный,тысячный,0,1
капрал,капрал,0,1
солдат,солдат,0,1
столько,столько,0,1
менее,менее,0,2
войске,войске,0,1
могло,могло,0,6
быть,быть,0,6
оскорбился,оскорбился,0,1
требованием,требованием,0,1
отступить,отступить,0,1
велел,велел,0,1
наступать,наступать,0,1
войскам,войскам,0,1
все,все,0,2
сержанты,сержанты,0,1
пожелали,пожелали,0,1
тоже,тоже,0,2
интриг,интриг,0,1
принца,принца,0,1
ольденбургского,ольденбургского,0,1
чувства,чувства,0,1
оскорбления,оскорбления,0,1
александре,александре,0,1
самодержавной,самодержавной,0,1
власти,власти,0,2
французской,французской,0,1
революции,революции,0,1
последовавших,последовавших,0,1
диктаторства,диктаторства,0,1
империи,империи,0,1
всего,всего,0,2
чтò,чтò,0,3
французскую,французскую,0,1
революцию,революцию,0,1
далее,далее,0,1
одной,одной,0,1
из,из,0,2
этих,этих,0,1
ничего,ничего,0,1
стало,стало,0,1
миллиарды,миллиарды,0,1
совпали,совпали,0,2
ничто,ничто,0,2
исключительной,исключительной,0,1
должно,должно,0,3
совершиться,совершиться,0,5
оно,оно,0,3
должны,должны,0,1
отрекшись,отрекшись,0,1
своих,своих,0,3
человеческих,человеческих,0,1
чувств,чувств,0,1
своего,своего,0,1
разума,разума,0,1
убивать,убивать,0,2
подобных,подобных,0,2
несколько,несколько,0,1
веков,веков,0,1
тому,тому,0,2
востока,востока,0,1
запад,запад,0,1
шли,шли,0,1
толпы,толпы,0,1
убивая,убивая,0,1
действия,действия,0,1
слова,слова,0,1
зависело,зависело,0,3
мало,мало,0,1
произвольны,произвольны,0,1
действие,действие,0,5
каждого,каждого,0,2
солдата,солдата,0,1
шедшего,шедшего,0,1
поход,поход,0,1
жребию,жребию,0,1
набору,набору,0,1
иначе,иначе,0,1
воля,воля,0,1
исполнена,исполнена,0,1
совпадение,совпадение,0,2
бесчисленных,бесчисленных,0,1
обстоятельств,обстоятельств,0,1
одного,одного,0,1
руках,руках,0,1
действительная,действительная,0,1
сила,сила,0,1
солдаты,солдаты,0,1
стреляли,стреляли,0,1
везли,везли,0,1
провиант,провиант,0,1
пушки,пушки,0,1
надо,надо,0,1
они,они,0,2
согласились,согласились,0,1
исполнить,исполнить,0,1
эту,эту,0,1
волю,волю,0,1
единичных,единичных,0,1
слабых,слабых,0,1
приведены,приведены,0,1
этому,этому,0,1
бесчисленным,бесчисленным,0,1
количеством,количеством,0,1
сложных,сложных,0,1
разнообразных,разнообразных,0,1
фатализм,фатализм,0,1
истории,истории,0,5
неизбежен,неизбежен,0,1
объяснения,объяснения,0,1
неразумных,неразумных,0,1
явлений,явлений,0,1
есть,есть,0,3
разумность,разумность,0,1
понимаем,понимаем,0,1
более,более,0,4
стараемся,стараемся,0,1
разумно,разумно,0,1
объяснить,объяснить,0,1
явления,явления,0,1
становятся,становятся,0,1
неразумнее,неразумнее,0,1
непонятнее,непонятнее,0,1
каждый,каждый,0,1
человек,человек,0,4
живет,живет,0,2
себя,себя,0,5
пользуется,пользуется,0,2
свободой,свободой,0,1
достижения,достижения,0,3
личных,личных,0,1
целей,целей,0,3
чувствует,чувствует,0,1
существом,существом,0,1
своим,своим,0,1
может,может,0,1
сейчас,сейчас,0,1
сделать,сделать,0,2
скоро,скоро,0,1
сделает,сделает,0,1
известный,известный,0,1
момент,момент,0,1
становится,становится,0,1
невозвратимым,невозвратимым,0,1
делается,делается,0,1
достоянием,достоянием,0,1
которой,которой,0,1
имеет,имеет,0,2
свободное,свободное,0,1
предопределенное,предопределенное,0,1
значение,значение,0,2
две,две,0,1
стороны,стороны,0,2
жизни,жизни,0,2
каждом,каждом,0,1
человеке,человеке,0,1
жизнь,жизнь,0,3
личная,личная,0,1
которая,которая,0,1
свободна,свободна,0,1
отвлеченнее,отвлеченнее,0,1
ее,ее,0,1
интересы,интересы,0,1
стихийная,стихийная,0,1
роевая,роевая,0,2
где,где,0,1
неизбежно,неизбежно,0,1
исполняет,исполняет,0,1
предписанные,предписанные,0,1
ему,ему,0,5
законы,законы,0,1
сознательно,сознательно,0,1
служит,служит,0,1
бессознательным,бессознательным,0,1
орудием,орудием,0,2
исторических,исторических,0,2
общечеловеческих,общечеловеческих,0,1
совершенный,совершенный,0,1
поступок,поступок,0,1
невозвратим,невозвратим,0,1
совпадая,совпадая,0,1
миллионами,миллионами,0,1
действий,действий,0,1
получает,получает,0,1
историческое,историческое,0,1
выше,выше,0,1
стоит,стоит,0,1
общественной,общественной,0,1
лестнице,лестнице,0,1
бòльшими,бòльшими,0,1
людьми,людьми,0,1
связан,связан,0,1
очевиднее,очевиднее,0,1
предопределенность,предопределенность,0,1
неизбежность,неизбежность,0,1
поступка,поступка,0,1
сердце,сердце,0,1
царево,царево,0,1
руце,руце,0,1
божьей,божьей,0,1
царь,царь,0,1
раб,раб,0,1
история,история,0,1
бессознательная,бессознательная,0,1
общая,общая,0,1
человечества,человечества,0,1
всякой,всякой,0,1
минутой,минутой,0,1
царей,царей,0,1
несмотря,несмотря,0,1
когда,когда,0,2
нибудь,нибудь,0,1
теперь,теперь,0,2
verser,verser,0,2
sang,sang,0,1
de,de,0,1
ses,ses,0,1
peuples564,peuples564,0,1
последнем,последнем,0,1
письме,письме,0,1
писал,писал,0,1
никогда,никогда,0,1
подлежал,подлежал,0,1
неизбежным,неизбежным,0,1
законам,законам,0,1
заставляли,заставляли,0,1
действуя,действуя,0,1
отношении,отношении,0,1
произволу,произволу,0,1
делать,делать,0,1
общего,общего,0,1
дела,дела,0,1
двигались,двигались,0,1
закону,закону,0,1
совпадения,совпадения,0,1
подделались,подделались,0,1
собою,собою,0,1
этим,этим,0,1
событием,событием,0,2
мелких,мелких,0,1
движения,движения,0,1
укоры,укоры,0,1
движение,движение,0,1
войск,войск,0,1
пруссию,пруссию,0,1
предпринятое,предпринятое,0,1
достигнуть,достигнуть,0,1
вооруженного,вооруженного,0,1
любовь,любовь,0,1
привычка,привычка,0,1
императора,императора,0,1
войне,войне,0,1
совпавшая,совпавшая,0,1
расположением,расположением,0,1
народа,народа,0,1
увлечение,увлечение,0,1
грандиозностию,грандиозностию,0,1
приготовлений,приготовлений,0,1
расходы,расходы,0,2
приготовлению,приготовлению,0,1
потребность,потребность,0,1
приобретения,приобретения,0,1
таких,таких,0,1
выгод,выгод,0,1
окупили,окупили,0,1
одурманившие,одурманившие,0,1
почести,почести,0,1
дрездене,дрездене,0,1
дипломатические,дипломатические,0,1
переговоры,переговоры,0,1
взгляду,взгляду,0,1
современников,современников,0,1
ведены,ведены,0,1
искренним,искренним,0,1
желанием,желанием,0,1
уязвляли,уязвляли,0,1
самолюбие,самолюбие,0,1
той,той,0,1
миллионов,миллионов,0,1
подделавшихся,подделавшихся,0,1
под,под,0,2
имеющее,имеющее,0,1
ним,ним,0,1
созрело,созрело,0,1
яблоко,яблоко,0,3
падает,падает,0,3
отчего,отчего,0,1
оттого,оттого,0,7
ли,ли,0,4
тяготеет,тяготеет,0,1
земле,земле,0,1
засыхает,засыхает,0,1
стержень,стержень,0,1
сушится,сушится,0,1
солнцем,солнцем,0,1
тяжелеет,тяжелеет,0,1
ветер,ветер,0,1
стрясет,стрясет,0,1
стоящему,стоящему,0,1
внизу,внизу,0,2
мальчику,мальчику,0,1
хочется,хочется,0,1
съесть,съесть,0,2
условий,условий,0,1
при,при,0,1
совершается,совершается,0,1
всякое,всякое,0,1
жизненное,жизненное,0,1
органическое,органическое,0,1
стихийное,стихийное,0,1
тот,тот,0,4
ботаник,ботаник,0,1
который,который,0,2
найдет,найдет,0,1
клетчатка,клетчатка,0,1
разлагается,разлагается,0,1
подобное,подобное,0,1
будет,будет,0,3
прав,прав,0,3
ребенок,ребенок,0,1
стоящий,стоящий,0,1
скажет,скажет,0,3
упало,упало,0,1
хотелось,хотелось,0,1
молился,молился,0,1
об,об,0,1
этом,этом,0,1
неправ,неправ,0,2
кто,кто,0,2
пошел,пошел,0,1
москву,москву,0,1
погиб,погиб,0,1
погибели,погибели,0,1
завалившаяся,завалившаяся,0,1
миллион,миллион,0,1
пудов,пудов,0,1
подкопанная,подкопанная,0,1
гора,гора,0,1
упала,упала,0,1
последний,последний,0,2
работник,работник,0,1
ударил,ударил,0,1
нее,нее,0,1
раз,раз,0,1
киркою,киркою,0,1
событиях,событиях,0,1
называемые,называемые,0,1
великие,великие,0,1
суть,суть,0,1
ярлыки,ярлыки,0,2
дающие,дающие,0,1
наименование,наименование,0,1
событию,событию,0,1
связи,связи,0,2
каждое,каждое,0,1
кажущееся,кажущееся,0,1
им,им,0,1
произвольным,произвольным,0,1
самих,самих,0,1
историческом,историческом,0,1
смысле,смысле,0,1
непроизвольно,непроизвольно,0,1
находится,находится,0,1
со,со,0,1
ходом,ходом,0,1
истории,истории,1,1
и,и,1,60
определено,определено,1,1
предвечно,предвечно,1,1
ii,ii,1,1
29,29,1,1
го,го,1,4
мая,мая,1,1
наполеон,наполеон,1,8
выехал,выехал,1,2
из,из,1,8
дрездена,дрездена,1,1
где,где,1,3
он,он,1,19
пробыл,пробыл,1,1
три,три,1,1
недели,недели,1,1
окруженный,окруженный,1,2
двором,двором,1,1
составленным,составленным,1,1
принцев,принцев,1,3
герцогов,герцогов,1,1
королей,королей,1,4
даже,даже,1,2
одного,одного,1,1
императора,императора,1,5
перед,перед,1,2
отъездом,отъездом,1,1
обласкал,обласкал,1,1
которые,которые,1,3
того,того,1,4
заслуживали,заслуживали,1,1
побранил,побранил,1,1
которыми,которыми,1,1
был,был,1,1
недоволен,недоволен,1,2
одарил,одарил,1,1
своими,своими,1,2
собственными,собственными,1,1
т,т,1,1
е,е,1,1
взятыми,взятыми,1,1
у,у,1,2
других,других,1,1
жемчугами,жемчугами,1,1
бриллиантами,бриллиантами,1,1
императрицу,императрицу,1,2
австрийскую,австрийскую,1,1
нежно,нежно,1,1
обняв,обняв,1,1
марию,марию,1,1
луизу,луизу,1,1
как,как,1,7
говорит,говорит,1,1
его,его,1,18
историк,историк,1,1
оставил,оставил,1,1
ее,ее,1,2
огорченною,огорченною,1,1
разлукой,разлукой,1,1
которую,которую,1,1
она,она,1,1
эта,эта,1,1
мария,мария,1,1
луиза,луиза,1,1
считавшаяся,считавшаяся,1,1
супругой,супругой,1,1
несмотря,несмотря,1,5
на,на,1,39
то,то,1,7
что,что,1,11
в,в,1,33
париже,париже,1,1
оставалась,оставалась,1,1
другая,другая,1,1
супруга,супруга,1,1
казалось,казалось,1,1
не,не,1,9
силах,силах,1,1
была,была,1,3
перенести,перенести,1,1
дипломаты,дипломаты,1,1
еще,еще,1,1
твердо,твердо,1,1
верили,верили,1,1
возможность,возможность,1,1
мира,мира,1,2
усердно,усердно,1,1
работали,работали,1,1
с,с,1,12
этою,этою,1,1
целью,целью,1,2
император,император,1,2
сам,сам,1,1
писал,писал,1,1
письмо,письмо,1,1
императору,императору,1,1
александру,александру,1,1
называя,называя,1,1
monsieur,monsieur,1,1
mon,mon,1,1
frère565,frère565,1,1
искренно,искренно,1,1
уверяя,уверяя,1,1
желает,желает,1,1
войны,войны,1,1
всегда,всегда,1,1
будет,будет,1,3
любить,любить,1,1
уважать,уважать,1,1
ехал,ехал,1,2
к,к,1,17
армии,армии,1,3
отдавал,отдавал,1,1
каждой,каждой,1,1
станции,станции,1,1
новые,новые,1,1
приказания,приказания,1,2
имевшие,имевшие,1,1
торопить,торопить,1,1
движение,движение,1,1
от,от,1,6
запада,запада,1,2
востоку,востоку,1,1
дорожной,дорожной,1,1
карете,карете,1,1
запряженной,запряженной,1,1
шестериком,шестериком,1,1
пажами,пажами,1,1
адъютантами,адъютантами,1,1
конвоем,конвоем,1,1
по,по,1,9
тракту,тракту,1,1
позен,позен,1,1
торн,торн,1,1
данциг,данциг,1,1
кенигсберг,кенигсберг,1,1
каждом,каждом,1,1
этих,этих,1,2
городов,городов,1,1
тысячи,тысячи,1,1
людей,людей,1,4
трепетом,трепетом,1,1
восторгом,восторгом,1,1
встречали,встречали,1,1
армия,армия,1,1
подвигалась,подвигалась,1,1
восток,восток,1,1
переменные,переменные,1,1
шестерни,шестерни,1,1
несли,несли,1,1
туда,туда,1,1
же,же,1,1
10,10,1,1
июня,июня,1,2
догнал,догнал,1,1
армию,армию,1,2
ночевал,ночевал,1,1
вильковисском,вильковисском,1,1
лесу,лесу,1,1
приготовленной,приготовленной,1,1
для,для,1,5
него,него,1,2
квартире,квартире,1,1
имении,имении,1,1
польского,польского,1,3
графа,графа,1,1
другой,другой,1,2
день,день,1,3
обогнав,обогнав,1,1
коляске,коляске,1,1
подъехал,подъехал,1,1
неману,неману,1,1
тем,тем,1,2
чтоб,чтоб,1,3
осмотреть,осмотреть,1,1
местность,местность,1,1
переправы,переправы,1,1
переоделся,переоделся,1,1
польский,польский,1,2
мундир,мундир,1,1
берег,берег,1,2
увидав,увидав,1,1
той,той,1,1
стороне,стороне,1,1
казаков,казаков,1,1
les,les,1,5
cosaques,cosaques,1,2
расстилавшиеся,расстилавшиеся,1,1
степи,степи,1,1
steppes,steppes,1,2
середине,середине,1,2
которых,которых,1,1
moscou,moscou,1,2
la,la,1,2
ville,ville,1,1
sainte,sainte,1,1
566,566,1,1
столица,столица,1,1
подобного,подобного,1,1
скифскому,скифскому,1,1
государства,государства,1,1
куда,куда,1,1
ходил,ходил,1,1
александр,александр,1,1
македонский,македонский,1,1
неожиданно,неожиданно,1,1
всех,всех,1,3
противно,противно,1,1
стратегическим,стратегическим,1,1
так,так,1,1
дипломатическим,дипломатическим,1,1
соображениям,соображениям,1,1
приказал,приказал,1,1
наступление,наступление,1,1
войска,войска,1,2
стали,стали,1,1
переходить,переходить,1,1
неман,неман,1,2
12,12,1,1
числа,числа,1,1
рано,рано,1,1
утром,утром,1,1
вышел,вышел,1,1
палатки,палатки,1,1
раскинутой,раскинутой,1,1
этот,этот,1,1
крутом,крутом,1,1
левом,левом,1,1
берегу,берегу,1,5
немана,немана,1,1
смотрел,смотрел,1,1
зрительную,зрительную,1,1
трубу,трубу,1,2
выплывающие,выплывающие,1,1
вильковисского,вильковисского,1,1
леса,леса,1,2
потоки,потоки,1,1
своих,своих,1,1
войск,войск,1,1
разливающихся,разливающихся,1,1
трем,трем,1,2
мостам,мостам,1,2
наведенным,наведенным,1,1
немане,немане,1,1
знали,знали,1,1
о,о,1,6
присутствии,присутствии,1,1
искали,искали,1,1
глазами,глазами,1,2
когда,когда,1,3
находили,находили,1,1
горе,горе,1,2
палаткой,палаткой,1,1
отделившуюся,отделившуюся,1,1
свиты,свиты,1,1
фигуру,фигуру,1,1
сюртуке,сюртуке,1,3
шляпе,шляпе,1,1
они,они,1,5
кидали,кидали,1,1
вверх,вверх,1,1
шапки,шапки,1,1
кричали,кричали,1,2
vive,vive,1,9
l,l,1,12
еmреrеur,еmреrеur,1,1
567,567,1,1
одни,одни,1,1
за,за,1,6
другими,другими,1,1
истощаясь,истощаясь,1,1
вытекали,вытекали,1,2
всё,всё,1,1
огромного,огромного,1,1
скрывавшего,скрывавшего,1,1
их,их,1,1
доселе,доселе,1,1
расстроясь,расстроясь,1,1
переходили,переходили,1,1
ту,ту,1,6
сторону,сторону,1,5
on,on,1,2
fera,fera,1,1
du,du,1,2
chemin,chemin,1,1
cette,cette,1,1
fois,fois,1,2
ci,ci,1,1
oh,oh,1,1
quand,quand,1,1
il,il,1,1
s,s,1,1
en,en,1,1
mêle,mêle,1,1
lui,lui,1,1
même,même,1,2
èa,èa,1,1
chauffe,chauffe,1,1
nom,nom,1,1
de,de,1,5
dieu,dieu,1,1
le,le,1,5
voilà,voilà,1,3
empereur,empereur,1,6
donc,donc,1,1
asie,asie,1,1
vilain,vilain,1,1
pays,pays,1,1
tout,tout,1,1
a,a,1,2
revoir,revoir,1,2
beauché,beauché,1,1
je,je,1,5
te,te,1,3
réserve,réserve,1,1
plus,plus,1,1
beau,beau,1,1
palais,palais,1,1
bonne,bonne,1,1
chance,chance,1,1
as,as,1,1
tu,tu,1,2
vu,vu,1,3
preur,preur,1,1
si,si,1,1
me,me,1,1
fait,fait,1,1
gouverneur,gouverneur,1,1
aux,aux,1,1
indes,indes,1,1
gérard,gérard,1,1
fais,fais,1,1
ministre,ministre,1,1
cachemire,cachemire,1,1
c,c,1,1
est,est,1,1
arrêté,arrêté,1,1
gredins,gredins,1,1
comme,comme,1,2
ils,ils,1,1
filent,filent,1,1
vois,vois,1,2
ai,ai,1,2
deux,deux,1,1
petit,petit,1,1
caporal,caporal,1,1
donner,donner,1,1
croix,croix,1,1
à,à,1,1
un,un,1,1
des,des,1,1
vieux,vieux,1,1
568,568,1,1
говорили,говорили,1,1
голоса,голоса,1,1
старых,старых,1,1
молодых,молодых,1,1
самых,самых,1,1
разнообразных,разнообразных,1,1
характеров,характеров,1,1
положений,положений,1,1
обществе,обществе,1,1
лицах,лицах,1,1
было,было,1,6
одно,одно,1,2
общее,общее,1,1
выражение,выражение,1,1
радости,радости,1,1
начале,начале,1,1
давно,давно,1,1
ожидаемого,ожидаемого,1,1
похода,похода,1,1
восторга,восторга,1,1
преданности,преданности,1,1
человеку,человеку,1,1
сером,сером,1,2
стоявшему,стоявшему,1,1
13,13,1,1
наполеону,наполеону,1,1
подали,подали,1,2
небольшую,небольшую,1,1
чистокровную,чистокровную,1,1
арабскую,арабскую,1,1
лошадь,лошадь,1,4
сел,сел,1,2
поехал,поехал,1,3
галопом,галопом,1,2
одному,одному,1,2
мостов,мостов,1,2
через,через,1,1
непрестанно,непрестанно,1,1
оглушаемый,оглушаемый,1,1
восторженными,восторженными,1,2
криками,криками,1,2
очевидно,очевидно,1,1
переносил,переносил,1,1
только,только,1,3
потому,потому,1,1
нельзя,нельзя,1,1
запретить,запретить,1,1
им,им,1,1
этими,этими,1,1
выражать,выражать,1,1
свою,свою,1,2
любовь,любовь,1,1
нему,нему,1,1
но,но,1,3
крики,крики,1,1
эти,эти,1,1
сопутствующие,сопутствующие,1,1
ему,ему,1,5
везде,везде,1,1
тяготили,тяготили,1,1
отвлекали,отвлекали,1,1
военной,военной,1,1
заботы,заботы,1,1
охватившей,охватившей,1,1
времени,времени,1,1
присоединился,присоединился,1,1
войску,войску,1,1
проехал,проехал,1,1
качавшихся,качавшихся,1,1
лодках,лодках,1,1
круто,круто,1,1
повернул,повернул,1,1
влево,влево,1,1
направлению,направлению,1,1
ковно,ковно,1,1
предшествуемый,предшествуемый,1,1
замиравшими,замиравшими,1,1
счастия,счастия,1,1
гвардейскими,гвардейскими,1,1
конными,конными,1,1
егерями,егерями,1,1
расчищая,расчищая,1,1
дорогу,дорогу,1,1
войскам,войскам,1,1
скакали,скакали,1,1
впереди,впереди,1,1
подъехав,подъехав,1,1
широкой,широкой,1,1
реке,реке,1,4
вилии,вилии,1,1
остановился,остановился,1,1
подле,подле,1,1
уланского,уланского,1,1
полка,полка,1,1
стоявшего,стоявшего,1,1
виват,виват,1,3
также,также,1,1
восторженно,восторженно,1,2
поляки,поляки,1,1
расстроивая,расстроивая,1,1
фронт,фронт,1,1
давя,давя,1,1
друг,друг,1,2
друга,друга,1,2
увидать,увидать,1,1
осмотрел,осмотрел,1,1
реку,реку,1,5
слез,слез,1,1
лошади,лошади,1,3
бревно,бревно,1,1
лежавшее,лежавшее,1,1
бессловесному,бессловесному,1,1
знаку,знаку,1,1
положил,положил,1,1
спину,спину,1,1
подбежавшего,подбежавшего,1,1
счастливого,счастливого,1,1
пажа,пажа,1,1
стал,стал,1,2
смотреть,смотреть,1,1
потом,потом,1,1
углубился,углубился,1,1
рассматриванье,рассматриванье,1,1
листа,листа,1,1
карты,карты,1,1
разложенного,разложенного,1,1
между,между,1,2
бревнами,бревнами,1,1
поднимая,поднимая,1,1
головы,головы,1,1
сказал,сказал,1,4
двое,двое,1,1
адъютантов,адъютантов,1,1
поскакали,поскакали,1,2
польским,польским,1,1
уланам,уланам,1,2
чтò,чтò,1,3
слышалось,слышалось,1,1
рядах,рядах,1,1
польских,польских,1,1
улан,улан,1,3
один,один,1,1
